Description,Discount_Price,Price,Metal,Metal Color,Stones,Snake Dimension,Top Width,Flower Dimension,Top width,Width,Gemstones,Top Length,Top Diameter,Size,GAL Certified. Top Width,Panther Head Size,Setting Width,Center Stone,Top Widht,Length,Band Width,Flower Diameter,Band Thickness,Starfish Size,Snake Length, Height, Stone included,Dragon Length,Bow Length, Gemstones,Heart Size,Length Across Butterflies,Diameter,Information,Top Length Appx,Height , Contains,Jewelry_Type,Sex
"Effy Aurora 14K Yellow Gold Opal and Diamond Ring, 0.62 TCW",696.5,995.0,14K Gold,Yellow,"Round Opal 0.55, Round Diamond 0.07",,,,,,,,,,,,"1/4""",,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Classique 14K White Gold Diamond Ring, 0.32 TCW",1396.5,1995.0,14K Gold,White,"Multi Shape Diamond 0.32,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Bridal 18K Two Tone Gold Diamond Ring, 1.24 TCW",9450.0,13500.0,18K Gold,Rose and Yellow,Round Diamond 1.24,,,,,,,,,,,,,0.75 ct,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 14K Two Tone Gold Diamond Ring, 0.97 TCW",2647.5,5295.0,14K Gold,Yellow and White,Round Diamond 0.97,,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 14K Yellow Gold Diamond and Fresh Water Pearl Ring, 0.09 TCW",805.0,1150.0,14K Gold,Yellow,"Round Diamond 0.09,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Ruby Royale 14K White Gold Channel Set Ruby Ring, 0.84 TCW",945.0,1350.0,14K Gold,White,"Round Ruby 0.84,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Royale Bleu 18K White Gold Blue Sapphire and Diamond Ring, 4.00 TCW",13576.5,19395.0,18K Gold,White,"Round Blue Sapphire 2.38, Multi Shape Diamond 1.62,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Classique 14K White Gold Diamond Ring, 2.07 TCW",5456.5,7795.0,14K Gold,White,Multi Shape Diamond 2.07,,"1/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Classique 14K White Gold Diamond Ring, 1.70 TCW",6016.5,8595.0,14K Gold,White,Multi Shape Diamond 1.7,,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Pave Classica 14K White Gold Diamond Cluster Ring, 1.85 TCW",5456.5,7795.0,14K Gold,White,Round Diamond 1.85,,"5/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Pave Classica 14K White Gold Diamond Bouquet Ring, 1.10 TCW",3125.0,6250.0,14K Gold,White,Round Diamond 1.1,,"7/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Espresso 14K Yellow Gold Cognac and White Diamond Ring, .60 TCW",1256.5,1795.0,14K Gold,Yellow,"Round Diamond, Round Cognac Diamond ,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 14K White Gold Diamond Ring, 2.31 TCW",5597.5,11195.0,14K Gold,White,Round Diamond 2.31,,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Watercolors 14K Gold Multi Sapphire, Diamond & Emerald Panther Ring",4896.5,6995.0,14K Gold,Yellow,"Multi Shape Multi Sapphire 8.77, Round Diamond 0.41, Marquise Emerald 0.27,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Watercolors 14K Yellow Gold Multi Sapphire and Diamond Ring, 2.46 TCW",2096.5,2995.0,14K Gold,Yellow,"Multi Shape Multi Sapphire 2.39, Round Diamond 0.07,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 14K Yellow Gold Espresso and White Diamond Ring, 1.21 TCW",2925.0,5850.0,14K Gold,Yellow,Round Diamond 1.21,,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 14K White Gold Diamond Ring, 1.21 TCW",2997.5,5995.0,14K Gold,White,Multi Shape Diamond 1.21,,"1/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Confetti 14K Rose Gold Black, White and Cognac Diamond Ring, 1.36 TCW",4375.0,6250.0,14K Gold,Rose,Round Diamond 1.36,,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Bouquet 14K White Gold Diamond Cluster Ring, 0.47 TCW",995.0,1995.0,14K Gold,White,"Round Diamond 0.47,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Tanzanite Royale 14K White Gold Tanzanite Diamond Ring, 5.42 TCW",9750.0,19500.0,14K Gold,White,"Oval Tanzanite 4.75, Multi Shape Diamond 0.67,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Gemma 14K Yellow Gold Emerald, Cognac and White Diamond Ring, 1.90 TCW",2096.5,2995.0,14K Gold,Yellow,"Emerald Cut Emerald 1.42, Round Diamond 0.48,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Gemma 14K Yellow Gold Ruby and Diamond Ring, 1.46 TCW",1396.5,1995.0,14K Gold,Yellow,"Square Ruby 1.33, Round Diamond 0.13,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Signature 14K Rose Gold Emerald and Diamond Panther Ring, 5.69 TCW",11997.5,23995.0,14K Gold,Rose,"Oval Emerald 2.52, Round Diamond 3.17,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Ruby Royale 14K Rose Gold Ruby and Diamond Ring, 3.76 TCW",4056.5,5795.0,14K Gold,Rose,"Marquise Ruby 2.99, Round Diamond 0.77,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Classique 14K White Gold Diamond Crossover Ring, 1.47 TCW",4406.5,6295.0,14K Gold,White,Multi Shape Diamond 1.47,,"5/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy D'Oro 14K Yellow Gold Diamond Ring, 0.20 TCW",1046.5,1495.0,14K Gold,Yellow,"Round Diamond 0.2,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Espresso 14K Rose Gold Cognac and White Diamond Ring, .57 TCW",2096.5,2995.0,14K Gold,Rose,"Round Cognac Diamond, Round Diamond ,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Signature 14K White Gold Diamond & Emerald Panther Ring, 0.95 TCW",3146.5,4495.0,14K Gold,White,"Round Diamond 0.93, Round Emerald 0.02",,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Duo 14K White and Yellow Gold Diamond Ring, 1.09 TCW",3150.0,4500.0,14K Gold,Yellow and White,"Multi Shape Diamond 1.09,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Pave Classica 14K White Gold Diamond Ring, 0.83",3115.0,4450.0,14K Gold,White,Round Diamond 0.83,,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Classique 14 Karat White Gold Diamond Ring, 1.42 TCW",,,14K Gold,White,Multi Shape Diamond 1.42,,"5/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Blush 14K Two Tone Gold Morganite and Diamond Ring, 1.60 TCW",2446.5,3495.0,14K Gold,Rose and White,"Cushion Morganite 1.15, Round Diamond 0.45",,"3/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Tanzanite Royale 14K White Gold Tanzanite and Diamond Ring, 2.18 TCW",3006.5,4295.0,14K Gold,White,"Round Tanzanite 1.66, Multi Shape Diamond 0.52",,"1/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Mosaic 14K Yellow Gold Multi Gemstone Ring, 1.90 TCW",556.5,795.0,14K Gold,Yellow,Oval Multi Color 1.9,,,,,,"Amethyst, Blue Topaz, Citrine & Peridot",,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy D'Oro 14K Yellow Gold Diamond Maze Ring, 0.79 TCW",3006.5,4295.0,14K Gold,Yellow,"Diamond 0.79,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Watercolors 14K White Gold Multi Sapphire and Diamond Ring, 1.69 TCW",2306.5,3295.0,14K Gold,White,"Baguette Multi Sapphire 1.42, Round Diamond 0.27,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Blush 14K Rose Gold Morganite and Diamond Ring, 2.16 TCW",2166.5,3095.0,14K Gold,Rose,"Cushion Morganite 1.9, Round Diamond 0.26,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 14K Rose Gold Citrine, Cognac and White Diamond Ring, 9.97 TCW",1925.0,2750.0,14K Gold,Rose,"Oval Citrine 9.6, Round Diamond 0.37",,,,,,,"7/8""",,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Gemma 14K Yellow Gold Natural Ruby and Diamond Ring, 1.81 TCW",3146.5,4495.0,14K Gold,Yellow,"Oval Ruby 1.42, Round Diamond 0.39,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Brasilica 14K White Gold Emerald and Diamond Ring, 3.35 TCW",5036.5,7195.0,14K Gold,White,"Multi Shape Emerald 2.18, Round Diamond 1.17",,"5/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Pave Classica 14K White Gold Bezel Set Diamond Ring, 0.49 TCW",1715.0,2450.0,14K Gold,White,"Round Diamond 0.49,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Ruby Royale 14K Rose Gold Ruby and Diamond Ring, 2.57 TCW",4725.0,6750.0,14K Gold,Rose,"Oval Ruby 1.9, Round Diamond 0.67",,"3/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Bridal 14K White Gold Prong Set Diamond Band, 0.24 TCW",556.5,795.0,14K Gold,White,"Round Diamond 0.24,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Blush 14K Rose Gold Morganite and Diamond Ring, 4.06",4445.0,6350.0,14K Gold,Rose,"Oval Morganite 3.22, Multi Shape Diamond 0.84",,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Watercolors 14K Yellow Gold Multi Sapphire and Diamond Ring, 3.33 TCW",2905.0,4150.0,14K Gold,Yellow,"Pear Multi Sapphire 2.99, Round Diamond 0.34,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Tanzanite Royale 14K White Gold Tanzanite and Diamond Heart Ring, 2.38 TCW",2625.0,3750.0,14K Gold,White,"Heart Tanzanite 2.14, Round Diamond 0.24,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 14K Yellow Gold Black and White Diamond Crossover Ring, 0.72 TCW",2096.5,2995.0,14K Gold,Yellow,"Round Diamond 0.72,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 925 Sterling Silver & 18K Gold Cognac Diamond Ring, 0.39 TCW",600.0,1200.0,Sterling Silver & 18K Gold,N/A,Round Cognac Diamond 0.39,,"3/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy D'Oro 14K Yellow Gold Diamond Ring, 1.74 TCW",6016.5,8595.0,14K Gold,Yellow,"Round Diamond 1.74,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Blush 14K Rose Gold Morganite and Diamond Ring, 6.33 TCW",3076.5,4395.0,14K Gold,Rose,"Cushion Morganite 6.15, Round Diamond 0.18,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Espresso 14K Rose Gold Cognac & White Diamond Ring, 1.08 TCW",3297.5,6595.0,14K Gold,Rose,"Round Cognac Diamond, Round Diamond ,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Pave Classica 14K Yellow Gold Diamond Band Ring, 0.31 TCW",945.0,1350.0,14K Gold,Yellow,"Round Diamond 0.31,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Signature 14K Yellow Gold Diamond & Emerald Panther Ring, 0.92 TCW",3146.5,4495.0,14K Gold,Yellow,"Round Diamond 0.9, Round Emerald 0.02",,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Pave Classica 14K White Gold Diamond Butterfly Ring, 0.23 TCW",925.0,1850.0,14K Gold,White,"Round Diamond 0.23,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Royale Bleu 14k White Gold Sapphire and Diamond Band, 0.62 TCW",1225.0,1750.0,14K Gold,White,"Round Blue Sapphire 0.38, Round Diamond 0.24,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Watercolors 14K Gold Multi Sapphire and Diamond Ring, 1.91 TCW",2306.5,3295.0,14K Gold,Yellow,"Oval Multi Sapphire 1.59, Round Diamond 0.32,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Classique 14K White Gold Diamond Band Ring, 1.55 TCW",4196.5,5995.0,14K Gold,White,"Multi Shape Diamond 1.55,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Duo 14K White and Yellow Gold Diamond Crossover Ring, 2.75 TCW",6825.0,9750.0,14K Gold,Yellow and White,"Multi Shape Diamond 2.75,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Signature 14K Yellow Gold Diamond and Tsavorite Ring, 0.64 TCW",3216.5,4595.0,14K Gold,Yellow,"Round Diamond 0.62, Round Tsavorite 0.02,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy D'Oro 14K Yellow Gold Diamond Ring, 0.73 TCW",2205.0,3150.0,14K Gold,Yellow,"Multi Shape Diamond 0.73,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 14K Rose Gold Diamond Fashion Ring, 0.64 TCW",1625.0,3250.0,14K Gold,Rose,"Round Diamond 0.64,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 14K White Gold Black, Espresso and White Diamond Ring, 1.59 TCW",3075.0,6150.0,14K Gold,White,"Round Diamond 1.59,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy D'Oro 14K Yellow Gold Diamond Ring, 0.37 TCW",1295.0,1850.0,14K Gold,Yellow,"Round Diamond 0.37,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Pave Classica 14K White Gold Diamond Ring, 1.27 TCW",2875.0,5750.0,14K Gold,White,"Multi Shape Diamond 1.27,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Watercolors 14K Yellow Gold Multi Sapphire and Diamond Ring, 1.95 TCW",2096.5,2995.0,14K Gold,Yellow,"Square Multi Sapphire 1.71, Round Diamond 0.24",,"3/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Eclipse 14K Yellow Gold Onyx and Diamond Ring, 9.65 TCW",1116.5,1595.0,14K Gold,Yellow,"Emerald Cut Onyx 9.6, Round Diamond 0.05,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Aquarius 14K White Gold Aquamarine and Diamond Ring, 1.35 TCW",976.5,1395.0,14K Gold,White,"Cushion Aquamarine 1.29, Round Diamond 0.06,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy D'Oro 14K Yellow Gold Diamond Clusters Ring, 0.82 TCW",2747.5,5495.0,14K Gold,Yellow,Round Diamond 0.82,,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Espresso 14K Rose Gold Cognac and White Diamond Ring, 1.64 TCW",6086.5,8695.0,14K Gold,Rose,"Round Cognac Diamond, Round Diamond ,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Bouquet 14K White Gold Diamond Ring, 2.21 TCW",6550.0,13100.0,14K Gold,White,"Multi Shape Diamond 2.21,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 14K White Gold Black and White Diamond Ring, 0.35 TCW",2026.5,2895.0,14K Gold,White,Round Diamond 0.35,,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Brasilica 14K 2-Tone Gold Emerald and Diamond Ring, 2.17 TCW",4826.5,6895.0,14K Gold,Yellow and White,"Emerald Cut Emerald 1.42, Round Diamond 0.75,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Tanzanite Royale 14K White Gold Tanzanite Diamond Ring, 1.75 TCW",1697.5,3395.0,14K Gold,White,"Trillion Tanzanite 1.52, Round Diamond 0.23,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 14K White Gold Black and White Diamond Ring, 0.74 TCW",3325.0,4750.0,14K Gold,White,"Round Black Diamond, Round Diamond ,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Kidz 14K Yellow Gold Diamond Anchor Ring, 0.01 TCW",262.5,375.0,14K Gold,Yellow,"Round Diamond 0.01,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 14K White Gold Alexandrite and Diamond Ring, 1.22 TCW",4616.5,6595.0,14K Gold,White,"Oval Alexandrite 1, Round Diamond 0.22,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Bouquet 14K White Gold Diamond Cluster Ring, 0.63 TCW",2205.0,3150.0,14K Gold,White,"Round Diamond 0.63,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 18K White Gold Diamond Pave Ring, 1.63 TCW",6997.5,13995.0,18K Gold,White,Round Diamond 1.63,,,,,"1/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 14K White Gold Black and White Diamond Ring, 1.22 TCW",4165.0,5950.0,14K Gold,White,Round Diamond 1.22,,"5/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Watercolors 14K Yellow Gold Multi Sapphire & Diamond Ring, 3.63 TCW",2096.5,2995.0,14K Gold,Yellow,"Emerald Cut Multi Sapphire 3.47, Round Diamond 0.16",,"5/16""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Pave Classica 14K White Gold Diamond Heart Ring, 0.39 TCW",1575.0,2250.0,14K Gold,White,"Round Diamond 0.39,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Watercolors 14K Gold Multi Sapphire & Diamond Starfish Ring, 1.57 TCW",1647.5,3295.0,14K Gold,Yellow,"Multi Shape Multi Sapphire 1.32, Round Diamond 0.25,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Royale Bleu 14K White Gold Blue Sapphire and Diamond Ring, 0.39 TCW",1116.5,1595.0,14K Gold,White,"Round Blue Sapphire 0.3, Round Diamond 0.09,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Trio 14K Tri Color Gold Diamond Flower Ring, 1.14 TCW",3570.0,5100.0,14K Gold,Three Tone,Round Diamond 1.14,,"1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Tanzanite Royale 14K Two Tone Gold Tanzanite & Diamond Ring, 2.16",3916.5,5595.0,14K Gold,Yellow and White,"Oval Tanzanite 1.71, Round Diamond 0.45",,"1/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Pave Classica 14K White Gold Diamond Ring, 1.12 TCW",4616.5,6595.0,14K Gold,White,Round Diamond 1.12,,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Bella Bleu 14K White Gold Blue and White Diamond Ring, 2.16 TCW",7350.0,10500.0,14K Gold,White,"Round Diamond 1.19, Round Blue Diamond 0.97",,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Bridal 14K White Gold Diamond Ring and Matching Band Set, 1.31 TCW",5897.5,11795.0,14K Gold,White,"Multi Shape Diamond 1.31,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Ruby Royale 14K Rose Gold Ruby & Diamond Heart Ring, 1.42 TCW",2446.5,3495.0,14K Gold,Rose,"Heart Ruby 1.04, Round Diamond 0.38,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Watercolors 14K Yellow Gold Multi Sapphire & Diamond Ring, 2.98 TCW",3076.5,4395.0,14K Gold,Yellow,"Emerald Cut Multi Sapphire 2.54, Round Diamond 0.44",,"3/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Royale Bleu 14K 2-Tone Gold Sapphire and Diamond Rope Ring, 2.39 TCW",4896.5,6995.0,14K Gold,Yellow and White,"Round Blue Sapphire 1.7, Round Diamond 0.69,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Signature 14K Yellow Gold Emerald and Diamond Ring, 2.55 TCW",4795.0,6850.0,14K Gold,Yellow,"Emerald Cut Emerald 1.45, Round Diamond 1.1",,"5/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Signature 14K Rose Gold Diamond Panther Ring, 1.54 TCW",4756.5,6795.0,14K Gold,Rose,Multi Shape Diamond 1.54,,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Aquarius 14K White Gold Aquamarine and Diamond Ring, 0.78 TCW",735.0,1050.0,14K Gold,White,"Round Aquamarine 0.71, Round Diamond 0.07,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Ring, 2.25 TCW",3216.5,4595.0,14K Gold,Yellow,"Oval Emerald 1.86, Round Diamond 0.39",,"1/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Tanzanite Royale 14K White Gold Tanzanite and Diamond Ring, 1.43 TCW",2026.5,2895.0,14K Gold,White,"Pear Tanzanite 0.95, Round Diamond 0.48,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Tanzanite Royale 14K White Gold Tanzanite and Diamond Ring, 4.30 TCW",8396.5,11995.0,14K Gold,White,"Emerald Cut Tanzanite 3.79, Round Diamond 0.51",,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Royale Bleu 14K White Gold Sapphire and Diamond Ring, 2.04 TCW",3115.0,4450.0,14K Gold,White,"Baguette Blue Sapphire 1.45, Round Diamond 0.59",,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Tanzanite Royale 14K White Gold Tanzanite and Diamond Ring, 4.97 TCW",9096.5,12995.0,14K Gold,White,"Emerald Cut Tanzanite 4.75, Round Diamond 0.22",,"3/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Tanzanite Royale 14K White Gold Tanzanite and Diamond Ring, 2.10 TCW",3076.5,4395.0,14K Gold,White,"Trillion Tanzanite 1.52, Round Diamond 0.58",,1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Tanzanite Royale 14K White Gold Tanzanite and Diamond Ring, 3.68 TCW",6786.5,9695.0,14K Gold,White,"Cushion Tanzanite 2.95, Round Diamond 0.73",,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Eclipse 14K Yellow Gold Onyx and Diamond Teardrop Ring, 6.49 TCW",1116.5,1595.0,14K Gold,Yellow,"Pear Onyx 6.3, Round Diamond 0.19,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Ocean Bleu 14K White Gold Blue Topaz and Diamond Ring, 3.43 TCW",1676.5,2395.0,14K Gold,White,"Multi Shape Blue Topaz 3.15, Round Diamond 0.28",,"1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Bouquet 14K Yellow Gold Diamond Ring and Band Set, 1.48 TCW",3195.0,5500.0,14K Gold,Yellow,"Round Diamond 1.48,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 14K White Gold Black and White Diamond Ring, 0.49 TCW",1536.5,2195.0,14K Gold,White,"Round Diamond 0.49,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Limited Edition 14K White Gold Diamond Art Deco Ring, 1.34 TCW",3850.0,7700.0,14K Gold,White,Multi Shape Diamond 1.34,,"5/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Gemma 14K Rose Gold Tanzanite and Diamond Ring, 2.64 TCW",3347.5,6695.0,14K Gold,Rose,"Cushion Tanzanite 2.28, Round Diamond 0.36,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Signature 14K Gold Black & White Diamond Double Panther Ring, 1.49 TCW",3395.0,4850.0,14K Gold,White,"Round Diamond 1.45, Round Emerald 0.04,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Watercolors Multi Gemstone & Diamond Ring, 3.74 TCW",2097.5,4195.0,14K Gold,Yellow,"Multi Shape Multi Color 3.62, Round Diamond 0.12,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Pave Classica 14K White Gold Diamond Band Ring, 0.34 TCW",1116.5,1595.0,14K Gold,White,"Round Diamond 0.34,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Signature 14K White Gold Blue and White Diamond Panther Ring, 1.48 TCW",3636.5,5195.0,14K Gold,White,"Round Diamond 1.48,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Bella Bleu 14K White Gold Blue and White Diamond Ring, 0.56 TCW",2306.5,3295.0,14K Gold,White,"Round Diamond 0.56,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 925 Sterling Silver & 18K Gold Blue Topaz and Peridot Ring, 1.95 TCW",315.0,450.0,Sterling Silver,N/A,"Pear Blue Topaz 1.95, Oval Peridot ,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
Effy 925 Classic Sterling Silver and 18K Yellow Gold Ring,455.0,650.0,Sterling Silver & 18K Gold,Yellow,,,,,,"11/16""",,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
