Description,Discount_Price,Price,Metal,Metal Color,Stones,Length,Hoop Size,"Height 3/8"" x Length",Diameter,Earring,Drop Length,Earring Size,Stud Size,Top Diameter,Diamater,Gemstones, Length,Earring size,Information,"75"" Pearl Size","5"" Pearl Size", Widest Part, Stone included,"25"" Diameter",Earring Diameter,Earring Length,Pearl Size, Lapis Size, Drop Length, Onyx Size,Flower Diameter,Height,Screw Backs. Earring Diameter,Jewelry_Type,Sex,Snake Dimension,Top Width,Flower Dimension,Top width,Width,Top Length,Size,GAL Certified. Top Width,Panther Head Size,Setting Width,Center Stone,Top Widht,Band Width,Band Thickness,Starfish Size,Snake Length, Height,Dragon Length,Bow Length, Gemstones,Heart Size,Length Across Butterflies,Top Length Appx,Height , Contains,Bracelet Length,Adjustable Length,"7"" Length. Pearl Sizes","7"" Length. Pearl Size",Bolo Chain Max Length,Adjustable String,Bracelet Width,"75"" Thickness",Adjustable Chain,Thickness,Adjustable Bolo Chain. Anchor Length,"5""  Width",Hinged Closure. Width,Size 7. Hinged Closure. Top Width,Hinged Closure. Top Width,Adjustable length,"18"" Chain Included. Pendant Length","16""-18"" Adjustable Chain Included. Pendant Length","16""-18"" Adjustable Chain. Pendant Length","16"" Chain Included. Palm Tree Length","18"" Chain Included. Pendant Diameter","17"" Adjustable Chain Attached. Pendant Diameter","16"" Chain Included Pendant Size","16""-18"" Adjustable Chain. Drop Length","18"" Attached Chain. Pendant Length",Necklace Length, Pendant Length,"16"" Chain Included. Pendant Length","18"" Chain Attached. Pendant Length","16"" Chain Attached. Drop Length","Attached 17.5"" Chain. Pendant Length","16"" Double Chain Included. Pendant Length","17"" Attached Chain. Adjustable down to 15"" in 1/2"" increments. Cross length","18"" Chain Included with 6 Diamond sections. Pendant Diameter",Chain Included. Pendant Length,Chain Included. Pendant Diameter,Chain Included. Pendant diameter,"18"" Chain Included. Pendant Size","16"" - 18"" Adjustable Chain. Pendant Length","16"" - 18"" Adjustable Chain. Pendant Size","16"" - 18"" Adjustable Chain Included. Pendant Length","GAL Certified. 16"" Chain Included. Pendant Length","16""-18"" Adjustable Chain. Panther","16"" Length Pendant Length","18"" Chain Included (Adjustable to 16""). Pendant Diameter","18""Chain Included. Pendant Length","20"" Chain Included Pendant Size","18"" Chain Included. Bee Size","18"" Chain Included Pendant Size","18"" Chain Included. Pendantl Length","18"" Chain Included. Pearl Size","18"" Necklace. Pearl Size","Adjustable 16""-18"" Chain. Pendant Length","16"" Chain Length. Pendant Diameter","18"" Necklace. Center Size","16"" Chain Inclueded. Pendant Length",""" Panther Head","15""-18"" Adjustable Chain. Pendant Length", Buterfly height,"17.25"" Attached Chain. Diameter","16""-18"" Adjustable Chain. Snake Length", Bar Length,"18"" Necklace. Pearl Sizes","16""-18"" Adjustable Chain Included. Pendant Diameter","14"" - 18"" Adjustable Chain. Pendant Length","19"" Chain Included. Pendant Length", Pendant Drop,"17"" Attached Chain. Snake Length","18"" Necklace. Bar Length","18"" Chain Included. Flower Diameter","20"" Chain Included. Pendant Length","16"" - 18"" Adjustable Chain.Butterfly Size","16""-18"" Adjustable Chain. Pendant Diameter","18"" Chain Included. Pendant Lenght","Adjustable 18"" Pull Chain. Evil Eye Length","18"" Chain Included. Heart Length","18"" Chain Included. Size of Heart","16"" - 18"" Adjustable Chain. Butterfly Size", Necklace Length,"16""-18"" Adjustable Chain Included. Pendant Legnth","17"" Chain Included. Pendant Length","17"" Attached Chain. Pendant Length","4 Strand 18"" Necklace. Pearl Sizes",Pendant Length,"25"" Gemstone"
"Effy Pave Rose 14K Rose Gold Diamond Ring, 0.37 TCW",1295.0,1850.0,14K Gold,Rose,"Round Diamond 0.37,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 14K White Gold Pear Cut Tanzanite and Diamond Ring, 0.74 TCW",2026.5,2895.0,14K Gold,White,"Pear Tanzanite 1.14, Round Diamond 0.22,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Safari 14K Rose Gold Multi Gemstone and Diamond Snake Ring, 4.38 TCW",4546.5,6495.0,14K Gold,Rose,"Round Diamond 1.08, Round Cognac Diamond , Round Multi Color 3.3,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Royale Bleu 14K White Gold Sapphire and Diamond Ring, 2.65 TCW",3636.5,5195.0,14K Gold,White,"Princess Cut Blue Sapphire 2.24, Round Diamond 0.41,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Limited Edition Diamond Butterfly 2 or 1 Finger Ring, 1.18 TCW",4056.5,5795.0,14K Gold,Rose,"Round Diamond 1.18,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 14K Two Tone Gold Emerald Cut Tanzanite and Diamond Ring, 2.32 TCW",3675.0,5250.0,14K Gold,Rose and White,"Emerald Cut Tanzanite 1.33, Round Diamond 0.99,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 14K Yellow Gold Cultured Pearl and Diamond Accented Ring, 0.05 TCW",696.5,995.0,14K Gold,Yellow,"Pearl, Round Diamond 0.05,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 925 Sterling Silver & 18K Yellow Gold Accented Diamond Ring, 0.07",346.5,495.0,Sterling Silver & 18K Gold,Yellow,"Round Diamond 0.07,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Signature 14K Rose Gold Diamond and Tsavorite Mini Ring, 0.25 TCW",1116.5,1595.0,14K Gold,Rose,"Round Diamond 0.23, Round Tsavorite 0.02,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy D'Oro 14K Yellow Gold Two-of-Us Diamond Ring, 0.59 TCW",3006.5,4295.0,14K Gold,Yellow,"Round Diamond 0.59,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Limited Edition 14K Rose Gold Diamond Moving Petals Ring, 1.73 TCW",6226.5,8895.0,14K Gold,Rose,"Round Diamond 1.73,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Gemma 14K Yellow Gold Tanzanite and Diamond Ring, 1.45 TCW",2345.0,3350.0,14K Gold,Yellow,"Oval Tanzanite 1.14, Round Diamond 0.31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Gemma 14K White Gold Tanzanite and Diamond Ring, 2.55 TCW",2446.5,3495.0,14K Gold,White,"Emerald Cut Tanzanite 2.28, Round Diamond 0.27,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Blush 14K Rose Gold Morganite and Diamond Ring, 1.95 TCW",2065.0,2950.0,14K Gold,Rose,"Oval Morganite 1.66, Round Diamond 0.29,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 14K Rose Gold Diamond Double Band Ring, 0.36 TCW",1295.0,1850.0,14K Gold,Rose,"Round Diamond 0.36,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Mosaic 14K Yellow Gold Multi Gemstone Ring, 3.00 TCW",1816.5,2595.0,14K Gold,Yellow,"Square Multi Color 3,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Pave Rose 14K Rose Gold Diamond Cross Over Ring, 0.53 TCW",2205.0,3150.0,14K Gold,Rose,Round Diamond 0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,"5/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Novelty 14K White and Rose Gold Diamond Ring, 0.18 TCW",1085.0,1550.0,14K Gold,Rose and White,"Round Diamond 0.18,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 925 Sterling Silver Cultured Pearl and Diamond Ring, 0.03 TCW",315.0,450.0,Sterling Silver,N/A,"Round Pearl, Round Diamond 0.03,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Duo 14K White and Yellow Gold Diamond Ring, 0.24 TCW",1816.5,2595.0,14K Gold,Yellow and White,"Round Diamond 0.24,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Aquarius 14K Rose Gold Aquamarine, Cognac & Diamond Ring, 1.76 TCW",1956.5,2795.0,14K Gold,Rose,"Emerald Cut Aquamarine 1.24, Round Diamond 0.52,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Novelty 14K White Gold Diamond Zig Zag Ring, 0.38 TCW",1956.5,2795.0,14K Gold,White,Round Diamond 0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,"7/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Effy Limited Edition 14K Rose Gold Cognac and White Diamond Butterfly Ring,5355.0,7650.0,14K Gold,Rose,"Round Diamond 2.22,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Bella Bleu 14K White Gold Blue and White Diamond Ring, 1.12 TCW",2936.5,4195.0,14K Gold,White,Round Diamond 1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,"1/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy D'Oro 14K Yellow Gold Diamond Negative Space Ring, 0.65 TCW",1847.5,3695.0,14K Gold,Yellow,Round Diamond 0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Bouquet 14K White Gold Diamond Clusters Ring, 0.95 TCW",3697.5,7395.0,14K Gold,White,"Round Diamond 0.95,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Classique 14K White Gold Diamond Ring, 0.88 TCW",3846.5,5495.0,14K Gold,White,Multi Shape Diamond 0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,"3/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Nature 14K White Gold Black and White Diamond Butterfly Ring, 1.15 TCW",3286.5,4695.0,14K Gold,White,"Round Diamond 1.15,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Espresso 14K Rose Gold Cognac and White Diamond Ring, 0.62 TCW",2516.5,3595.0,14K Gold,Rose,Round Diamond 0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Bella Bleu 14K White Gold Blue and White Diamond Ring, 0.57 TCW",2026.5,2895.0,14K Gold,White,"Round Diamond 0.57,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Blush 14K Rose Gold Morganite and Diamond Ring, 2.14 TCW",2275.0,3250.0,14K Gold,Rose,"Oval Morganite 1.7, Round Diamond 0.44,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Limited Edition 14K Yellow and White Gold Diamond Ring, 2.25 TCW",7560.0,10800.0,14K Gold,Yellow and White,Round Diamond 2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 925 Sterling Silver & 18K Yellow Gold Accented Diamond Ring, 0.20 TCW",665.0,950.0,Sterling Silver & 18K Gold,Yellow,"Round Diamond 0.2,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Aquarius 14K Rose and White Gold Aquamarine and Diamond Ring, 2.50 TCW",2306.5,3295.0,14K Gold,Rose and White,"Emerald Cut Aquamarine 2.23, Round Diamond 0.27,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Signature 14K Yellow Gold Diamond and Emerald Ring, 0.67 TCW",2376.5,3395.0,14K Gold,Yellow,"Round Diamond 0.65, Round Emerald 0.02,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Bouquet 14K White Gold Diamond Cluster Engagement Ring, 0.56 TCW",1606.5,2295.0,14K Gold,White,"Round Diamond 0.56,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Nature 14K Yellow Gold Cognac & White Diamond Butterfly Ring, 0.45 TCW",1505.0,2150.0,14K Gold,Yellow,"Round Diamond 0.45,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Blush 14K Rose Gold Morganite and Diamond Ring, 1.56 TCW",1956.5,2795.0,14K Gold,Rose,"Trillion Morganite 1.3, Round Diamond 0.26,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Ring, 1.68 TCW",3706.5,5295.0,14K Gold,Yellow,"Emerald Cut Emerald 0.95, Round Diamond 0.73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,,,,,"1.2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 925 Sterling Silver & 18K Yellow Gold Diamond Accented Ring, 0.09 TCW",455.0,650.0,Sterling Silver & 18K Gold,Yellow,"Round Diamond 0.09,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Gemma 14K White Gold Ruby and Diamond Ring, 1.14 TCW",1746.5,2495.0,14K Gold,White,"Round Ruby 0.85, Round Diamond 0.29,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Pave Classica 14K White Gold Diamond Ring, 0.32 TCW",1326.5,1895.0,14K Gold,White,Multi Shape Diamond 0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,"5/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Geo 14K Rose Gold Ruby and Diamond Negative Space Ring, 1.45 TCW",2147.5,4295.0,14K Gold,Rose,"Oval Ruby 0.86, Round Diamond 0.59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,"11/16""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Espresso 14K Yellow Gold Cognac and White Diamond Ring, 0.66 TCW",2586.5,3695.0,14K Gold,Yellow,Round Diamond 0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,"5/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Canare 14K Two Tone Gold Yellow and White Diamond Ring, 0.58 TCW",3216.5,4595.0,14K Gold,Yellow and White,Round Diamond 0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,,,,"3/16""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Canare 14K 2-Tone Gold Yellow and White Diamond Ring, 0.35 TCW",1746.5,2495.0,14K Gold,Yellow and White,"Round Diamond 0.35,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Rosa 14K Rose Gold Ruby and Diamond Ring, 1.15 TCW",2586.5,3695.0,14K Gold,Rose,"Round Ruby 0.78, Round Diamond 0.37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,"5/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Bella Bleu 14K Rose Gold Blue and White Diamond Ring, 0.52 TCW",2376.5,3395.0,14K Gold,Rose,"Round Diamond 0.52,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Pave Rose 14K Rose Gold Diamond Ring, 0.37 TCW",1715.0,2450.0,14K Gold,Rose,Round Diamond 0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 14K Yellow Gold Black and White Diamond Ring, 0.62 TCW",2026.5,2895.0,14K Gold,Yellow,"Round Diamond 0.62,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Pave Classica 14K White Gold Diamond Criss Cross Ring, 0.40 TCW",1746.5,2495.0,14K Gold,White,Round Diamond 0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,"5/16""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Gemma 14K White Gold Tanzanite and Diamond Ring, 3.09 TCW",4056.5,5795.0,14K Gold,White,"Oval Tanzanite 2.85, Round Diamond 0.24,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Bella Bleu 14K Rose Gold Blue and White Diamond Ring, 0.56 TCW",2306.5,3295.0,14K Gold,Rose,Round Diamond 0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,,,,"3/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Pave Classica 14K White Gold Diamond Criss Cross Ring, 0.40 TCW",1396.5,1995.0,14K Gold,White,"Round Diamond 0.4,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
