Description,Discount_Price,Price,Metal,Metal Color,Stones,Length,"18"" Chain Included. Pendant Length","16""-18"" Adjustable Chain Included. Pendant Length","16""-18"" Adjustable Chain. Pendant Length","16"" Chain Included. Palm Tree Length","18"" Chain Included. Pendant Diameter",Adjustable Length,"17"" Adjustable Chain Attached. Pendant Diameter","16"" Chain Included Pendant Size","16""-18"" Adjustable Chain. Drop Length","18"" Attached Chain. Pendant Length",Necklace Length,Information, Pendant Length,Gemstones,"16"" Chain Included. Pendant Length","18"" Chain Attached. Pendant Length","16"" Chain Attached. Drop Length","Attached 17.5"" Chain. Pendant Length","16"" Double Chain Included. Pendant Length","17"" Attached Chain. Adjustable down to 15"" in 1/2"" increments. Cross length","18"" Chain Included with 6 Diamond sections. Pendant Diameter",Chain Included. Pendant Length,Chain Included. Pendant Diameter,Chain Included. Pendant diameter,"18"" Chain Included. Pendant Size","16"" - 18"" Adjustable Chain. Pendant Length","16"" - 18"" Adjustable Chain. Pendant Size","16"" - 18"" Adjustable Chain Included. Pendant Length","GAL Certified. 16"" Chain Included. Pendant Length","16""-18"" Adjustable Chain. Panther","16"" Length Pendant Length","18"" Chain Included (Adjustable to 16""). Pendant Diameter","18""Chain Included. Pendant Length","20"" Chain Included Pendant Size","18"" Chain Included. Bee Size","18"" Chain Included Pendant Size","18"" Chain Included. Pendantl Length","18"" Chain Included. Pearl Size","18"" Necklace. Pearl Size","Adjustable 16""-18"" Chain. Pendant Length","16"" Chain Length. Pendant Diameter","18"" Necklace. Center Size","16"" Chain Inclueded. Pendant Length",Adjustable Chain,""" Panther Head","15""-18"" Adjustable Chain. Pendant Length", Buterfly height,"17.25"" Attached Chain. Diameter","16""-18"" Adjustable Chain. Snake Length", Bar Length,"18"" Necklace. Pearl Sizes","16""-18"" Adjustable Chain Included. Pendant Diameter","14"" - 18"" Adjustable Chain. Pendant Length","19"" Chain Included. Pendant Length", Pendant Drop,"17"" Attached Chain. Snake Length", Length,"18"" Necklace. Bar Length",Bracelet Length,"18"" Chain Included. Flower Diameter","20"" Chain Included. Pendant Length","16"" - 18"" Adjustable Chain.Butterfly Size","16""-18"" Adjustable Chain. Pendant Diameter","18"" Chain Included. Pendant Lenght","Adjustable 18"" Pull Chain. Evil Eye Length","18"" Chain Included. Heart Length","18"" Chain Included. Size of Heart","16"" - 18"" Adjustable Chain. Butterfly Size",Pearl Size, Necklace Length,"16""-18"" Adjustable Chain Included. Pendant Legnth","17"" Chain Included. Pendant Length","17"" Attached Chain. Pendant Length","4 Strand 18"" Necklace. Pearl Sizes",Pendant Length,"25"" Gemstone",Jewelry_Type,Sex
"Effy Seaside 14K White Gold Sapphire & Diamond Seahorse Pendant, 0.78 TCW",1575.0,2250.0,14K Gold,White,"Round Blue Sapphire 0.59, Round Diamond 0.19",,"7/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Seaside 14K White Gold Diamond Starfish Pendant, 0.51 TCW",1495.0,2600.0,14K Gold,White,Round Diamond 0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Novelty 14K Two Tone Gold Diamond Sailboat Pendant, 0.27 TCW",1396.5,1995.0,14K Gold,Yellow and White,Round Diamond 0.27,,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Watercolors 14K Gold Sapphire & Diamond Flamingo Pendant, 0.69 TCW",1326.5,1895.0,14K Gold,Yellow,"Round Multi Sapphire 0.63, Round Diamond 0.06",,"1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Espresso 14K Gold Espresso & White Diamond Weave Pendant, 0.59 TCW",1625.0,3250.0,14K Gold,Rose,Round Diamond 0.59,,"7/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Duo 14K Yellow and White Gold Diamond Pendant, 0.69 TCW",2097.5,4195.0,14K Gold,Yellow and White,Round Diamond 0.69,,"1.13""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Tanzanite Royale 14K Rose Gold Tanzanite and Diamond Pendant, 1.86 TCW",,,14K Gold,Rose,"Oval Tanzanite 1.73, Round Diamond 0.13",,"5/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy 14K Yellow Gold Cultured Pearl and Diamond Starfish Pendant, 0.08 TCW",696.5,995.0,14K Gold,Yellow,"Round Pearl, Round Diamond 0.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy 14K Gold Cultured Fresh Water Pearl & Diamond Fringe Pendant, 0.17 TCW",1256.5,1795.0,14K Gold,Yellow,"Round Pearl, Round Diamond 0.17",,,,,,,,,,,,,"18"" Chain Included",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
Effy 14K Yellow Gold Tahitian Pearl Necklace,525.0,750.0,14K Gold,Yellow,Round Pearl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Pave Classica 14K White Gold Diamond Necklace, 7.26 TCW",22750.0,32500.0,14K Gold,White,"Round Diamond 7.26,16"" Necklace",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Signature 14K Rose Gold Ruby, Diamond and Emerald Pendant, 3.33 TCW",4095.0,5850.0,14K Gold,Rose,"Round Ruby 2.55, Round Diamond 0.76, Round Emerald 0.02",,"1.37""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy 14K White Gold Black and White Diamond Pendant, 0.75 TCW",1750.0,3500.0,14K Gold,White,"Round Black Diamond, Round Diamond 0.75,Chain Included",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy D'Oro 14K Yellow Gold Diamond Pendant, 1.95 TCW",5036.5,7195.0,14K Gold,Yellow,"Round Diamond 1.95,18"" Chain Included. Pendant Length 9/16""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Bouquet 14K White Gold and Diamond Pendant, 0.42 TCW",1517.5,3035.0,14K Gold,White,Round Diamond 0.42,,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Watercolors 14K Yellow Gold Multi Sapphire & Diamond Pendant, 4.21 TCW",2936.5,4195.0,14K Gold,Yellow,"Multi Shape Multi Sapphire 3.57, Round Diamond 0.64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Tanzanite Royale 14K Rose Gold Tanzanite & Diamond Pendant, 0.72 TCW",595.0,,14K Gold,Rose,"Trillion Tanzanite 0.66, Round Diamond 0.06",,,,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Canare 18K Two-Tone Gold Yellow and White Diamond Pendant, 0.74 TCW",5106.5,7295.0,18K Gold,Yellow and White,"Multi Shape Yellow Diamond 0.74,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Watercolors 14K Yellow Gold Multi Sapphire and Diamond Palm Tree Pendant, 2.58 TCW",1595.0,2650.0,14K Gold,Yellow,"Multi Shape Multi Sapphire 2.71, Round Diamond 0.26",,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Pave Classica 14K White Gold Diamond Pendant, 0.41 TCW",1995.0,2850.0,14K Gold,White,Round Diamond 0.41,,,,,,"1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Signature 14K Rose Gold Diamond Panther Necklace, 1.52 TCW",8396.5,11995.0,14K Gold,Rose,"Multi Shape Diamond 1.5, Round Tsavorite 0.02","16""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy 14K White Gold Dark Blue Sapphire and Diamond Pendant, 2.19 TCW",1725.0,3450.0,14K Gold,White,"Oval Blue Sapphire 1.9, Round Diamond 0.29",,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy 925 Sterling Silver & 18K Yellow Gold Diamond Necklace, 0.60 TCW",2096.5,2995.0,Sterling Silver & 18K Gold,Yellow,Round Diamond 0.6,"18""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Eclipse 14K Yellow Gold Onyx and Diamond Pendant, 4.65 TCW",906.5,1295.0,14K Gold,Yellow,"Marquise Onyx 4.5, Round Black Diamond 0.25",,"1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
Effy 925 Classic Sterling Silver and 18K Yellow Gold Round Pendant,525.0,750.0,Sterling Silver & 18K Gold,Yellow,,,"1.38""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Pave Classica 14K White Gold Diamond Necklace, 0.20 TCW",875.0,1750.0,14K Gold,White,Round Diamond 0.2,"16""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Gemma Blue Sapphire and Diamond Pendant, 1.80 TCW",2415.0,3450.0,14K Gold,White,"Round Diamond 0.26, Round Sapphire 1.54,Chain Included",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
Espresso Yellow Gold Cognac & White Diamond Pendant,2282.5,4565.0,14K Gold,Yellow,Round Diamond 1.03,,"2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Bouquet 14K White Gold Diamond Cluster Pendant, 0.29 TCW",1247.5,2495.0,14K Gold,White,Round Diamond 0.29,,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Nature 14K Rose Gold Ruby and Diamond Flower Pendant, 2.49 TCW",4126.5,5895.0,14K Gold,Rose,"Round Ruby 2.06, Round Diamond 0.43",,,,,,"7/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Novelty 14K Gold Black and White Diamond Palm Tree Pendant, 0.27 TCW",836.5,1195.0,14K Gold,White,Round Diamond 0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Espresso 14K Yellow Gold Cognac and White Diamond Pendant, 0.78 TCW",2027.5,4055.0,14K Gold,Yellow,Round Diamond 0.78,,"1.25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy 14K Yellow Gold Diamond Geo Necklace, 0.97 TCW",2225.0,4450.0,14K Gold,Yellow,Round Diamond 0.97,"18""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Gemma Royalty Sapphire and Diamond Pendant, 2.29 TCW",2376.5,3395.0,14K Gold,Yellow,"Round Diamond 0.39, Oval Sapphire 1.9,Chain Included",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Mosaic 14K Yellow Gold Multi Gemstone Pendant, 1.40 TCW",906.5,1295.0,14K Gold,Yellow,Round Multi Color 1.4,,"1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Watercolors 14K Gold Multi Sapphire and Diamond Wave Pendant, 0.85 TCW",1536.5,2195.0,14K Gold,Yellow,"Round Multi Sapphire 0.69, Round Diamond 0.16",,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Pave Classica 14K White Gold Diamond Circle Pendant, 0.64 TCW",1747.5,3495.0,14K Gold,White,Round Diamond 0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Watercolors 14K Gold Multi Sapphire and Diamond Pendant, 4.03 TCW",1997.5,3995.0,14K Gold,White,"Multi Shape Multi Sapphire 3.85, Round Diamond 0.18",,"7/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Bella Bleu 14K White Gold Blue and White Diamond Pendant, 0.98 TCW",3185.0,4550.0,14K Gold,White,Round Diamond 0.98,,"1.25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy 14K White Gold Tanzanite and Diamond Trillion Pendant, 0.72 TCW",595.0,,14K Gold,White,"Trillion Tanzanite 0.66, Round Diamond 0.06",,"5/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Aurora 14K Rose Gold Opal and Diamond Pendant, 1.73 TCW",1575.0,2250.0,14K Gold,Rose,"Oval Opal 1.4, Round Diamond 0.33",,"7/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Aurora 14K Rose Gold Opal and Diamond Pendant, 2.57 TCW",1466.5,2095.0,14K Gold,Rose,"Round Opal 2.4, Round Diamond 0.17",,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Blush 14K Rose Gold Morganite and Diamond Pendant, 5.45 TCW",2765.0,3950.0,14K Gold,Rose,"Oval Morganite 5.23, Round Diamond 0.22",,"15/16""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Novelty 14K Yellow Gold Diamond and Enamel Evil Eye Pendant, 0.15 TCW",897.5,1795.0,14K Gold,Yellow,"Round Diamond 0.15,16"" Chain Included. Pendant Length 3/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Pendant, 0.88TCW",976.5,1395.0,14K Gold,Yellow,"Round Emerald 0.81, Round Diamond 0.07",,"9/16""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Canare 14K White Gold Yellow and White Diamond Necklace, 0.81 TCW",6086.5,8695.0,14K Gold,White,"Multi Shape Yellow Diamond 0.47, Round Diamond 0.34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy 14K Rose Gold Blue Topaz and Diamond Pendant, 6.70 TCW",1397.5,2795.0,14K Gold,Rose,"Cushion Blue Topaz 6.45, Round Cognac Diamond , Round Diamond ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy 925 Sterling Silver & 18K Yellow Gold Green Amethyst Pendant, 2.75 TCW",486.5,695.0,Sterling Silver & 18K Gold,Yellow,Pear Green Amethyst 2.75,,"1.25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Aquarius 14K White Gold Aquamarine and Diamond Necklace, 3.39 TCW",2065.0,2950.0,14K Gold,White,"Oval Aquamarine 3.1, Round Diamond 0.29","16""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Nature 14K White Gold Diamond Butterfly Necklace, 0.23",925.0,1850.0,14K Gold,White,Round Diamond 0.23,"18""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Signature 14K Yellow Gold Diamond & Emerald Pendant, 0.79 TCW",2975.0,4250.0,14K Gold,Yellow,"Round Diamond 0.74, Round Emerald 0.05",,"1.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Aquarius 14K Rose Gold Aquamarine and Diamond Pendant, 3.06 TCW",1250.0,2500.0,14K Gold,Rose,"Cushion Aquamarine 2.85, Round Diamond 0.21",,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Tanzanite Royale 14K White Gold Tanzanite and Diamond Butterfly Necklace, 1.24 TCW",1396.5,1995.0,14K Gold,White,"Pear Tanzanite 1.05, Round Diamond 0.19","16"". Butterfly measures 1/2""x1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Kidz 14K Yellow Gold Diamond Heart Necklace, 0.01 TCW",500.0,1000.0,14K Gold,Yellow,Round Diamond 0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14""-16""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Novelty 14K Rose Gold Diamond Love Pendant, 0.26 TCW",1256.5,1795.0,14K Gold,Rose,"Round Diamond 0.26,17"" Adjustable Chain Attached",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Pave Classica 14K White Diamond Necklace, 0.10 TCW",976.5,1395.0,14K Gold,White,"Round Diamond 0.1,Length Adjustable 16""-18""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Pave Classica 14K White Gold Diamond Necklace, 0.76 TCW",2947.5,5895.0,14K Gold,White,Round Diamond 0.76,,,,,,,"16"" - 18""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Signature 14K Rose Gold Diamond and Tsavorite Panther Head Necklace, 0.33 TCW",1575.0,2250.0,14K Gold,Rose,"Round Diamond 0.31, Round Tsavorite 0.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15"" - 17","1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Signature 14K Rose Gold Diamond & Tsavorite Panther Pendant, 0.31 TCW",1047.5,2095.0,14K Gold,Rose,"Round Diamond 0.3, Round Tsavorite 0.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Nature 14K Rose Gold Diamond Butterfly Necklace, 0.34 TCW",1442.5,2885.0,14K Gold,Rose,Round Diamond 0.34,"18""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7/16""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Seaside 14K White Gold Blue Diamond Whale's Tail Pendant, 0.05 TCW",495.0,895.0,14K Gold,White,Round Blue Diamond 0.05,,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Bouquet 14K White Gold Diamond Swirl Pendant, 0.93 TCW",2067.5,4135.0,14K Gold,White,Round Diamond 0.93,,,,,,"1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Watercolors 14K Gold Sapphire and Diamond Vertical Pendant, 2.06 TCW",2170.0,3100.0,14K Gold,Yellow,"Square Multi Sapphire 1.81, Round Diamond 0.25",,"2.25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Cultured Fresh Water Pearl 18"" Necklace with Sterling Silver Clasp",1116.5,1595.0,Sterling Silver,N/A,"Round Pearl,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
Effy 925 Classic Sterling Silver and 18K Yellow Gold Pendant,486.5,695.0,Sterling Silver & 18K Gold,Yellow,,,"1.38""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Mosaic 14K Yellow Gold Multi Color Necklace, 2.10 TCW",1155.0,1650.0,14K Gold,Yellow,Round Multi Color 2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Seaside 14K Yellow Gold Diamond Starfish Pendant, 0.13 TCW",976.5,1395.0,14K Gold,Yellow,"Round Diamond 0.13,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Royalty 14K White Gold Blue Sapphire and Diamond Pendant, 2.29 TCW",2376.5,3395.0,14K Gold,White,"Round Diamond 0.39,Chain Included",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Royale Bleu 14K White Gold Sapphrie and Diamond Pendant, 0.63 TCW",662.5,1325.0,14K Gold,White,"Round Blue Sapphire 0.57, Round Diamond 0.06",,,,,,,,,,,,,,,,,,,,,,,,,,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Novelty 14K Yellow Gold Diamond Cross Pendant, 0.22 TCW",836.5,1195.0,14K Gold,Yellow,"Round Diamond 0.22,18"" Chain Included. Pendant 1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Seaside 14K Yellow Gold Sapphire & Diamond Dolphins Pendant, 0.72 TCW",1536.5,2195.0,14K Gold,Yellow,"Round Blue Sapphire 0.6, Round Diamond 0.12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Novelty 14K White Gold Blue Sapphire Star of David Pendant, 0.36 TCW",766.5,1095.0,14K Gold,White,"Round Blue Sapphire 0.34, Round Diamond 0.02,Chain Included",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
